id,s,i,r,d,population,long,lat,date
ET,0,72,4,0,0,40.4897,9.145,04-04-2020,
ET,0,67,3,0,0,40.4897,9.145,04-03-2020,
ET,0,55,3,0,0,40.4897,9.145,04-02-2020,
ET,0,56,2,0,0,40.4897,9.145,04-01-2020,
ET,0,50,2,0,0,40.4897,9.145,03-31-2020,
ET,0,42,4,0,0,40.4897,9.145,03-30-2020,
ET,0,41,1,0,0,40.4897,9.145,03-29-2020,
ET,0,31,1,0,0,40.4897,9.145,03-28-2020,
ET,0,32,0,0,0,40.4897,9.145,03-27-2020,
ET,0,24,0,0,0,40.4897,9.145,03-26-2020,
ET,0,24,0,0,0,40.4897,9.145,03-25-2020,
ET,0,24,0,0,0,40.4897,9.145,03-24-2020,
ET,0,22,0,0,0,40.4897,9.145,03-23-2020,
ET,0,22,0,0,0,40.4897,9.145,03-22-2020,
FJ,0,24,0,0,0,178.065,-17.7134,04-04-2020,
FJ,0,14,0,0,0,178.065,-17.7134,04-03-2020,
FJ,0,14,0,0,0,178.065,-17.7134,04-02-2020,
FJ,0,10,0,0,0,178.065,-17.7134,04-01-2020,
FJ,0,10,0,0,0,178.065,-17.7134,03-31-2020,
FJ,0,10,0,0,0,178.065,-17.7134,03-30-2020,
FJ,0,10,0,0,0,178.065,-17.7134,03-29-2020,
FJ,0,10,0,0,0,178.065,-17.7134,03-28-2020,
FJ,0,10,0,0,0,178.065,-17.7134,03-27-2020,
FJ,0,10,0,0,0,178.065,-17.7134,03-26-2020,
FJ,0,10,0,0,0,178.065,-17.7134,03-25-2020,
FJ,0,8,0,0,0,178.065,-17.7134,03-24-2020,
FJ,0,6,0,0,0,178.065,-17.7134,03-23-2020,
FJ,0,4,0,0,0,178.065,-17.7134,03-22-2020,
FI,0,3439,300,25,0,25.748151,61.92411,04-04-2020,
FI,0,2910,300,20,0,25.748151,61.92411,04-03-2020,
FI,0,2717,300,19,0,25.748151,61.92411,04-02-2020,
FI,0,2865,10,17,0,25.748151,61.92411,04-01-2020,
FI,0,2809,10,17,0,25.748151,61.92411,03-31-2020,
FI,0,2681,10,13,0,25.748151,61.92411,03-30-2020,
FI,0,2459,10,11,0,25.748151,61.92411,03-29-2020,
FI,0,2315,10,9,0,25.748151,61.92411,03-28-2020,
FI,0,2065,10,7,0,25.748151,61.92411,03-27-2020,
FI,0,1901,10,5,0,25.748151,61.92411,03-26-2020,
FI,0,1747,10,3,0,25.748151,61.92411,03-25-2020,
FI,0,1573,10,1,0,25.748151,61.92411,03-24-2020,
FI,0,1389,10,1,0,25.748151,61.92411,03-23-2020,
FI,0,1241,10,1,0,25.748151,61.92411,03-22-2020,
GA,0,40,1,1,0,11.6094,-0.8037,04-04-2020,
GA,0,40,1,1,0,11.6094,-0.8037,04-03-2020,
GA,0,41,0,1,0,11.6094,-0.8037,04-02-2020,
GA,0,35,0,1,0,11.6094,-0.8037,04-01-2020,
GA,0,31,0,1,0,11.6094,-0.8037,03-31-2020,
GA,0,13,0,1,0,11.6094,-0.8037,03-30-2020,
GA,0,13,0,1,0,11.6094,-0.8037,03-29-2020,
GA,0,13,0,1,0,11.6094,-0.8037,03-28-2020,
GA,0,13,0,1,0,11.6094,-0.8037,03-27-2020,
GA,0,13,0,1,0,11.6094,-0.8037,03-26-2020,
GA,0,11,0,1,0,11.6094,-0.8037,03-25-2020,
GA,0,11,0,1,0,11.6094,-0.8037,03-24-2020,
GA,0,9,0,1,0,11.6094,-0.8037,03-23-2020,
GA,0,9,0,1,0,11.6094,-0.8037,03-22-2020,
GM,0,5,2,1,0,-15.3101,13.4432,04-04-2020,
GM,0,5,2,1,0,-15.3101,13.4432,04-03-2020,
GM,0,5,2,1,0,-15.3101,13.4432,04-02-2020,
GM,0,5,2,1,0,-15.3101,13.4432,04-01-2020,
GM,0,7,0,1,0,-15.3101,13.4432,03-31-2020,
GM,0,7,0,1,0,-15.3101,13.4432,03-30-2020,
GM,0,7,0,1,0,-15.3101,13.4432,03-29-2020,
GM,0,5,0,1,0,-15.3101,13.4432,03-28-2020,
GM,0,5,0,1,0,-15.3101,13.4432,03-27-2020,
GM,0,5,0,1,0,-15.3101,13.4432,03-26-2020,
GM,0,5,0,1,0,-15.3101,13.4432,03-25-2020,
GM,0,5,0,1,0,-15.3101,13.4432,03-24-2020,
GM,0,3,0,1,0,-15.3101,13.4432,03-23-2020,
GM,0,2,0,0,0,-15.3101,13.4432,03-22-2020,
GE,0,287,36,1,0,43.3569,42.3154,04-04-2020,
GE,0,282,28,0,0,43.3569,42.3154,04-03-2020,
GE,0,242,26,0,0,43.3569,42.3154,04-02-2020,
GE,0,211,23,0,0,43.3569,42.3154,04-01-2020,
GE,0,199,21,0,0,43.3569,42.3154,03-31-2020,
GE,0,186,20,0,0,43.3569,42.3154,03-30-2020,
GE,0,164,18,0,0,43.3569,42.3154,03-29-2020,
GE,0,166,14,0,0,43.3569,42.3154,03-28-2020,
GE,0,152,14,0,0,43.3569,42.3154,03-27-2020,
GE,0,147,11,0,0,43.3569,42.3154,03-26-2020,
GE,0,140,10,0,0,43.3569,42.3154,03-25-2020,
GE,0,131,9,0,0,43.3569,42.3154,03-24-2020,
GE,0,114,8,0,0,43.3569,42.3154,03-23-2020,
GE,0,107,1,0,0,43.3569,42.3154,03-22-2020,
DE,0,164340,26400,1444,0,10.451526,51.165690999999995,04-04-2020,
DE,0,156468,24575,1275,0,10.451526,51.165690999999995,04-03-2020,
DE,0,146041,22440,1107,0,10.451526,51.165690999999995,04-02-2020,
DE,0,136124,18700,920,0,10.451526,51.165690999999995,04-01-2020,
DE,0,126741,16100,775,0,10.451526,51.165690999999995,03-31-2020,
DE,0,119625,13500,645,0,10.451526,51.165690999999995,03-30-2020,
DE,0,114446,9211,533,0,10.451526,51.165690999999995,03-29-2020,
DE,0,106476,8481,433,0,10.451526,51.165690999999995,03-28-2020,
DE,0,94742,6658,342,0,10.451526,51.165690999999995,03-27-2020,
DE,0,81936,5673,267,0,10.451526,51.165690999999995,03-26-2020,
DE,0,70893,3547,206,0,10.451526,51.165690999999995,03-25-2020,
DE,0,62572,3243,157,0,10.451526,51.165690999999995,03-24-2020,
DE,0,57536,453,123,0,10.451526,51.165690999999995,03-23-2020,
DE,0,49386,266,94,0,10.451526,51.165690999999995,03-22-2020,
GH,0,374,31,5,0,-1.0232,7.9465,04-04-2020,
GH,0,374,31,5,0,-1.0232,7.9465,04-03-2020,
GH,0,372,31,5,0,-1.0232,7.9465,04-02-2020,
GH,0,354,31,5,0,-1.0232,7.9465,04-01-2020,
GH,0,286,31,5,0,-1.0232,7.9465,03-31-2020,
GH,0,297,2,5,0,-1.0232,7.9465,03-30-2020,
GH,0,297,2,5,0,-1.0232,7.9465,03-29-2020,
GH,0,275,2,5,0,-1.0232,7.9465,03-28-2020,
GH,0,268,2,4,0,-1.0232,7.9465,03-27-2020,
GH,0,259,1,4,0,-1.0232,7.9465,03-26-2020,
GH,0,182,0,4,0,-1.0232,7.9465,03-25-2020,
GH,0,104,0,2,0,-1.0232,7.9465,03-24-2020,
GH,0,52,0,2,0,-1.0232,7.9465,03-23-2020,
GH,0,45,0,1,0,-1.0232,7.9465,03-22-2020,
GR,0,3200,78,68,0,21.8243,39.0742,04-04-2020,
GR,0,3085,78,63,0,21.8243,39.0742,04-03-2020,
GR,0,2974,61,53,0,21.8243,39.0742,04-02-2020,
GR,0,2728,52,50,0,21.8243,39.0742,04-01-2020,
GR,0,2527,52,49,0,21.8243,39.0742,03-31-2020,
GR,0,2329,52,43,0,21.8243,39.0742,03-30-2020,
GR,0,2222,52,38,0,21.8243,39.0742,03-29-2020,
GR,0,2038,52,32,0,21.8243,39.0742,03-28-2020,
GR,0,1852,52,28,0,21.8243,39.0742,03-27-2020,
GR,0,1722,36,26,0,21.8243,39.0742,03-26-2020,
GR,0,1584,36,22,0,21.8243,39.0742,03-25-2020,
GR,0,1437,29,20,0,21.8243,39.0742,03-24-2020,
GR,0,1344,29,17,0,21.8243,39.0742,03-23-2020,
GR,0,1214,19,15,0,21.8243,39.0742,03-22-2020,
GD,0,24,0,0,0,-61.678999999999995,12.1165,04-04-2020,
GD,0,24,0,0,0,-61.678999999999995,12.1165,04-03-2020,
GD,0,20,0,0,0,-61.678999999999995,12.1165,04-02-2020,
GD,0,18,0,0,0,-61.678999999999995,12.1165,04-01-2020,
GD,0,18,0,0,0,-61.678999999999995,12.1165,03-31-2020,
GD,0,18,0,0,0,-61.678999999999995,12.1165,03-30-2020,
GD,0,18,0,0,0,-61.678999999999995,12.1165,03-29-2020,
GD,0,14,0,0,0,-61.678999999999995,12.1165,03-28-2020,
GD,0,14,0,0,0,-61.678999999999995,12.1165,03-27-2020,
GD,0,14,0,0,0,-61.678999999999995,12.1165,03-26-2020,
GD,0,2,0,0,0,-61.678999999999995,12.1165,03-25-2020,
GD,0,2,0,0,0,-61.678999999999995,12.1165,03-24-2020,
GD,0,2,0,0,0,-61.678999999999995,12.1165,03-23-2020,
GD,0,2,0,0,0,-61.678999999999995,12.1165,03-22-2020,
GT,0,105,15,2,0,-90.2308,15.7835,04-04-2020,
GT,0,87,12,1,0,-90.2308,15.7835,04-03-2020,
GT,0,81,12,1,0,-90.2308,15.7835,04-02-2020,
GT,0,65,12,1,0,-90.2308,15.7835,04-01-2020,
GT,0,63,12,1,0,-90.2308,15.7835,03-31-2020,
GT,0,61,10,1,0,-90.2308,15.7835,03-30-2020,
GT,0,57,10,1,0,-90.2308,15.7835,03-29-2020,
GT,0,57,10,1,0,-90.2308,15.7835,03-28-2020,
GT,0,51,4,1,0,-90.2308,15.7835,03-27-2020,
GT,0,45,4,1,0,-90.2308,15.7835,03-26-2020,
GT,0,43,4,1,0,-90.2308,15.7835,03-25-2020,
GT,0,41,0,1,0,-90.2308,15.7835,03-24-2020,
GT,0,39,0,1,0,-90.2308,15.7835,03-23-2020,
GT,0,37,0,1,0,-90.2308,15.7835,03-22-2020,
GN,0,217,5,0,0,-9.6966,9.9456,04-04-2020,
GN,0,144,2,0,0,-9.6966,9.9456,04-03-2020,
GN,0,104,0,0,0,-9.6966,9.9456,04-02-2020,
GN,0,60,0,0,0,-9.6966,9.9456,04-01-2020,
GN,0,44,0,0,0,-9.6966,9.9456,03-31-2020,
GN,0,44,0,0,0,-9.6966,9.9456,03-30-2020,
GN,0,32,0,0,0,-9.6966,9.9456,03-29-2020,
GN,0,16,0,0,0,-9.6966,9.9456,03-28-2020,
GN,0,16,0,0,0,-9.6966,9.9456,03-27-2020,
GN,0,8,0,0,0,-9.6966,9.9456,03-26-2020,
GN,0,8,0,0,0,-9.6966,9.9456,03-25-2020,
GN,0,8,0,0,0,-9.6966,9.9456,03-24-2020,
GN,0,8,0,0,0,-9.6966,9.9456,03-23-2020,
GN,0,4,0,0,0,-9.6966,9.9456,03-22-2020,
GW,0,36,0,0,0,-15.1804,11.8037,04-04-2020,
GW,0,30,0,0,0,-15.1804,11.8037,04-03-2020,
GW,0,18,0,0,0,-15.1804,11.8037,04-02-2020,
GW,0,18,0,0,0,-15.1804,11.8037,04-01-2020,
GW,0,16,0,0,0,-15.1804,11.8037,03-31-2020,
GW,0,16,0,0,0,-15.1804,11.8037,03-30-2020,
GW,0,4,0,0,0,-15.1804,11.8037,03-29-2020,
GW,0,4,0,0,0,-15.1804,11.8037,03-28-2020,
GW,0,4,0,0,0,-15.1804,11.8037,03-27-2020,
GW,0,4,0,0,0,-15.1804,11.8037,03-26-2020,
GW,0,4,0,0,0,-15.1804,11.8037,03-25-2020,
GW,0,0,0,0,0,-15.1804,11.8037,03-24-2020,
GW,0,0,0,0,0,-15.1804,11.8037,03-23-2020,
GW,0,0,0,0,0,-15.1804,11.8037,03-22-2020,
GY,0,42,0,4,0,-58.93018000000001,4.860416000000002,04-04-2020,
GY,0,42,0,4,0,-58.93018000000001,4.860416000000002,04-03-2020,
GY,0,34,0,4,0,-58.93018000000001,4.860416000000002,04-02-2020,
GY,0,36,0,2,0,-58.93018000000001,4.860416000000002,04-01-2020,
GY,0,22,0,2,0,-58.93018000000001,4.860416000000002,03-31-2020,
GY,0,15,0,1,0,-58.93018000000001,4.860416000000002,03-30-2020,
GY,0,15,0,1,0,-58.93018000000001,4.860416000000002,03-29-2020,
GY,0,15,0,1,0,-58.93018000000001,4.860416000000002,03-28-2020,
GY,0,9,0,1,0,-58.93018000000001,4.860416000000002,03-27-2020,
GY,0,9,0,1,0,-58.93018000000001,4.860416000000002,03-26-2020,
GY,0,9,0,1,0,-58.93018000000001,4.860416000000002,03-25-2020,
GY,0,9,0,1,0,-58.93018000000001,4.860416000000002,03-24-2020,
GY,0,39,0,1,0,-58.93018000000001,4.860416000000002,03-23-2020,
GY,0,35,0,1,0,-58.93018000000001,4.860416000000002,03-22-2020,
HT,0,39,1,0,0,-72.2852,18.9712,04-04-2020,
HT,0,35,1,0,0,-72.2852,18.9712,04-03-2020,
HT,0,31,1,0,0,-72.2852,18.9712,04-02-2020,
HT,0,31,1,0,0,-72.2852,18.9712,04-01-2020,
HT,0,29,1,0,0,-72.2852,18.9712,03-31-2020,
HT,0,29,1,0,0,-72.2852,18.9712,03-30-2020,
HT,0,29,1,0,0,-72.2852,18.9712,03-29-2020,
HT,0,16,0,0,0,-72.2852,18.9712,03-28-2020,
HT,0,16,0,0,0,-72.2852,18.9712,03-27-2020,
HT,0,16,0,0,0,-72.2852,18.9712,03-26-2020,
HT,0,16,0,0,0,-72.2852,18.9712,03-25-2020,
HT,0,14,0,0,0,-72.2852,18.9712,03-24-2020,
HT,0,12,0,0,0,-72.2852,18.9712,03-23-2020,
HT,0,4,0,0,0,-72.2852,18.9712,03-22-2020,
VA,0,14,0,0,0,12.4534,41.9029,04-04-2020,
VA,0,14,0,0,0,12.4534,41.9029,04-03-2020,
VA,0,14,0,0,0,12.4534,41.9029,04-02-2020,
VA,0,12,0,0,0,12.4534,41.9029,04-01-2020,
VA,0,12,0,0,0,12.4534,41.9029,03-31-2020,
VA,0,12,0,0,0,12.4534,41.9029,03-30-2020,
VA,0,12,0,0,0,12.4534,41.9029,03-29-2020,
VA,0,12,0,0,0,12.4534,41.9029,03-28-2020,
VA,0,8,0,0,0,12.4534,41.9029,03-27-2020,
VA,0,8,0,0,0,12.4534,41.9029,03-26-2020,
VA,0,8,0,0,0,12.4534,41.9029,03-25-2020,
VA,0,8,0,0,0,12.4534,41.9029,03-24-2020,
VA,0,2,0,0,0,12.4534,41.9029,03-23-2020,
VA,0,2,0,0,0,12.4534,41.9029,03-22-2020,
HN,0,510,3,15,0,-86.2419,15.2,04-04-2020,
HN,0,426,3,15,0,-86.2419,15.2,04-03-2020,
HN,0,421,3,14,0,-86.2419,15.2,04-02-2020,
HN,0,331,3,10,0,-86.2419,15.2,04-01-2020,
HN,0,272,3,7,0,-86.2419,15.2,03-31-2020,
HN,0,268,3,7,0,-86.2419,15.2,03-30-2020,
HN,0,214,3,3,0,-86.2419,15.2,03-29-2020,
HN,0,186,3,1,0,-86.2419,15.2,03-28-2020,
HN,0,135,0,1,0,-86.2419,15.2,03-27-2020,
HN,0,103,0,1,0,-86.2419,15.2,03-26-2020,
HN,0,72,0,0,0,-86.2419,15.2,03-25-2020,
HN,0,60,0,0,0,-86.2419,15.2,03-24-2020,
HN,0,54,0,0,0,-86.2419,15.2,03-23-2020,
HN,0,52,0,0,0,-86.2419,15.2,03-22-2020,
HU,0,1266,58,32,0,19.5033,47.1625,04-04-2020,
HU,0,1177,43,26,0,19.5033,47.1625,04-03-2020,
HU,0,1107,42,21,0,19.5033,47.1625,04-02-2020,
HU,0,990,40,20,0,19.5033,47.1625,04-01-2020,
HU,0,931,37,16,0,19.5033,47.1625,03-31-2020,
HU,0,845,34,15,0,19.5033,47.1625,03-30-2020,
HU,0,769,34,13,0,19.5033,47.1625,03-29-2020,
HU,0,641,34,11,0,19.5033,47.1625,03-28-2020,
HU,0,556,34,10,0,19.5033,47.1625,03-27-2020,
HU,0,484,28,10,0,19.5033,47.1625,03-26-2020,
HU,0,421,21,10,0,19.5033,47.1625,03-25-2020,
HU,0,344,21,9,0,19.5033,47.1625,03-24-2020,
HU,0,311,16,7,0,19.5033,47.1625,03-23-2020,
HU,0,240,16,6,0,19.5033,47.1625,03-22-2020,
IS,0,2434,396,4,0,-19.0208,64.9631,04-04-2020,
IS,0,2415,309,4,0,-19.0208,64.9631,04-03-2020,
IS,0,2350,284,4,0,-19.0208,64.9631,04-02-2020,
IS,0,2213,225,2,0,-19.0208,64.9631,04-01-2020,
IS,0,2070,198,2,0,-19.0208,64.9631,03-31-2020,
IS,0,2013,157,2,0,-19.0208,64.9631,03-30-2020,
IS,0,1903,135,2,0,-19.0208,64.9631,03-29-2020,
IS,0,1810,114,2,0,-19.0208,64.9631,03-28-2020,
IS,0,1681,97,2,0,-19.0208,64.9631,03-27-2020,
IS,0,1520,82,2,0,-19.0208,64.9631,03-26-2020,
IS,0,1416,56,2,0,-19.0208,64.9631,03-25-2020,
IS,0,1243,51,2,0,-19.0208,64.9631,03-24-2020,
IS,0,1124,51,1,0,-19.0208,64.9631,03-23-2020,
IS,0,1130,5,1,0,-19.0208,64.9631,03-22-2020,
IN,0,5849,229,86,0,78.96288,20.593684,04-04-2020,
IN,0,4870,192,72,0,78.96288,20.593684,04-03-2020,
IN,0,4823,191,72,0,78.96288,20.593684,04-02-2020,
IN,0,3790,148,58,0,78.96288,20.593684,04-01-2020,
IN,0,2636,123,35,0,78.96288,20.593684,03-31-2020,
IN,0,2368,102,32,0,78.96288,20.593684,03-30-2020,
IN,0,1926,95,27,0,78.96288,20.593684,03-29-2020,
IN,0,1866,84,24,0,78.96288,20.593684,03-28-2020,
IN,0,1681,73,20,0,78.96288,20.593684,03-27-2020,
IN,0,1389,45,20,0,78.96288,20.593684,03-26-2020,
IN,0,1259,43,12,0,78.96288,20.593684,03-25-2020,
IN,0,1022,40,10,0,78.96288,20.593684,03-24-2020,
IN,0,954,34,10,0,78.96288,20.593684,03-23-2020,
IN,0,761,24,7,0,78.96288,20.593684,03-22-2020,
ID,0,3843,150,191,0,113.9213,-0.7893,04-04-2020,
ID,0,3657,134,181,0,113.9213,-0.7893,04-03-2020,
ID,0,3298,112,170,0,113.9213,-0.7893,04-02-2020,
ID,0,3094,103,157,0,113.9213,-0.7893,04-01-2020,
ID,0,2839,81,136,0,113.9213,-0.7893,03-31-2020,
ID,0,2631,75,122,0,113.9213,-0.7893,03-30-2020,
ID,0,2392,64,114,0,113.9213,-0.7893,03-29-2020,
ID,0,2149,59,102,0,113.9213,-0.7893,03-28-2020,
ID,0,1959,46,87,0,113.9213,-0.7893,03-27-2020,
ID,0,1673,35,78,0,113.9213,-0.7893,03-26-2020,
ID,0,1491,31,58,0,113.9213,-0.7893,03-25-2020,
ID,0,1287,30,55,0,113.9213,-0.7893,03-24-2020,
ID,0,1079,30,49,0,113.9213,-0.7893,03-23-2020,
ID,0,951,29,48,0,113.9213,-0.7893,03-22-2020,
IR,0,88298,19736,3452,0,53.68804599999999,32.427908,04-04-2020,
IR,0,85137,17935,3294,0,53.68804599999999,32.427908,04-03-2020,
IR,0,81065,16711,3160,0,53.68804599999999,32.427908,04-02-2020,
IR,0,76677,15473,3036,0,53.68804599999999,32.427908,04-01-2020,
IR,0,71656,14656,2898,0,53.68804599999999,32.427908,03-31-2020,
IR,0,66322,13911,2757,0,53.68804599999999,32.427908,03-30-2020,
IR,0,61587,12391,2640,0,53.68804599999999,32.427908,03-29-2020,
IR,0,56620,11679,2517,0,53.68804599999999,32.427908,03-28-2020,
IR,0,51153,11133,2378,0,53.68804599999999,32.427908,03-27-2020,
IR,0,46121,10457,2234,0,53.68804599999999,32.427908,03-26-2020,
IR,0,42332,9625,2077,0,53.68804599999999,32.427908,03-25-2020,
IR,0,38775,8913,1934,0,53.68804599999999,32.427908,03-24-2020,
IR,0,35910,8376,1812,0,53.68804599999999,32.427908,03-23-2020,
IR,0,33956,7635,1685,0,53.68804599999999,32.427908,03-22-2020,
IQ,0,1441,259,56,0,43.679291,33.223191,04-04-2020,
IQ,0,1360,226,54,0,43.679291,33.223191,04-03-2020,
IQ,0,1288,202,54,0,43.679291,33.223191,04-02-2020,
IQ,0,1222,182,52,0,43.679291,33.223191,04-01-2020,
IQ,0,1168,170,50,0,43.679291,33.223191,03-31-2020,
IQ,0,1062,152,46,0,43.679291,33.223191,03-30-2020,
IQ,0,909,143,42,0,43.679291,33.223191,03-29-2020,
IQ,0,839,131,42,0,43.679291,33.223191,03-28-2020,
IQ,0,754,122,40,0,43.679291,33.223191,03-27-2020,
IQ,0,623,105,36,0,43.679291,33.223191,03-26-2020,
IQ,0,560,103,29,0,43.679291,33.223191,03-25-2020,
IQ,0,530,75,27,0,43.679291,33.223191,03-24-2020,
IQ,0,447,62,23,0,43.679291,33.223191,03-23-2020,
IQ,0,389,57,20,0,43.679291,33.223191,03-22-2020,
IE,0,9046,25,137,0,-7.6921,53.1424,04-04-2020,
IE,0,8421,5,120,0,-7.6921,53.1424,04-03-2020,
IE,0,7595,5,98,0,-7.6921,53.1424,04-02-2020,
IE,0,6804,5,85,0,-7.6921,53.1424,04-01-2020,
IE,0,6394,5,71,0,-7.6921,53.1424,03-31-2020,
IE,0,5761,5,54,0,-7.6921,53.1424,03-30-2020,
IE,0,5179,5,46,0,-7.6921,53.1424,03-29-2020,
IE,0,4789,5,36,0,-7.6921,53.1424,03-28-2020,
IE,0,4215,5,22,0,-7.6921,53.1424,03-27-2020,
IE,0,3614,5,19,0,-7.6921,53.1424,03-26-2020,
IE,0,3114,5,9,0,-7.6921,53.1424,03-25-2020,
IE,0,2646,5,7,0,-7.6921,53.1424,03-24-2020,
IE,0,2239,5,6,0,-7.6921,53.1424,03-23-2020,
IE,0,1803,5,4,0,-7.6921,53.1424,03-22-2020,
IL,0,15231,427,44,0,34.851612,31.046051000000002,04-04-2020,
IL,0,14413,403,40,0,34.851612,31.046051000000002,04-03-2020,
IL,0,13340,338,36,0,34.851612,31.046051000000002,04-02-2020,
IL,0,11917,241,26,0,34.851612,31.046051000000002,04-01-2020,
IL,0,10472,224,20,0,34.851612,31.046051000000002,03-31-2020,
IL,0,9213,161,16,0,34.851612,31.046051000000002,03-30-2020,
IL,0,8347,132,15,0,34.851612,31.046051000000002,03-29-2020,
IL,0,7137,89,12,0,34.851612,31.046051000000002,03-28-2020,
IL,0,5979,79,12,0,34.851612,31.046051000000002,03-27-2020,
IL,0,5310,68,8,0,34.851612,31.046051000000002,03-26-2020,
IL,0,4675,58,5,0,34.851612,31.046051000000002,03-25-2020,
IL,0,3804,53,3,0,34.851612,31.046051000000002,03-24-2020,
IL,0,2842,41,1,0,34.851612,31.046051000000002,03-23-2020,
IL,0,2104,37,1,0,34.851612,31.046051000000002,03-22-2020,
IT,0,212906,20996,15362,0,12.56738,41.87194,04-04-2020,
IT,0,205215,19758,14681,0,12.56738,41.87194,04-03-2020,
IT,0,198291,18278,13915,0,12.56738,41.87194,04-02-2020,
IT,0,191146,16847,13155,0,12.56738,41.87194,04-01-2020,
IT,0,183427,15729,12428,0,12.56738,41.87194,03-31-2020,
IT,0,177267,14620,11591,0,12.56738,41.87194,03-30-2020,
IT,0,171569,13030,10779,0,12.56738,41.87194,03-29-2020,
IT,0,162537,12384,10023,0,12.56738,41.87194,03-28-2020,
IT,0,152912,10950,9134,0,12.56738,41.87194,03-27-2020,
IT,0,142602,10361,8215,0,12.56738,41.87194,03-26-2020,
IT,0,131907,9362,7503,0,12.56738,41.87194,03-25-2020,
IT,0,123206,8326,6820,0,12.56738,41.87194,03-24-2020,
IT,0,114345,7432,6077,0,12.56738,41.87194,03-23-2020,
IT,0,105776,7024,5476,0,12.56738,41.87194,03-22-2020,
JM,0,96,7,3,0,-77.2975,18.1096,04-04-2020,
JM,0,89,2,3,0,-77.2975,18.1096,04-03-2020,
JM,0,89,2,3,0,-77.2975,18.1096,04-02-2020,
JM,0,83,2,3,0,-77.2975,18.1096,04-01-2020,
JM,0,69,2,1,0,-77.2975,18.1096,03-31-2020,
JM,0,69,2,1,0,-77.2975,18.1096,03-30-2020,
JM,0,61,2,1,0,-77.2975,18.1096,03-29-2020,
JM,0,57,2,1,0,-77.2975,18.1096,03-28-2020,
JM,0,49,2,1,0,-77.2975,18.1096,03-27-2020,
JM,0,49,2,1,0,-77.2975,18.1096,03-26-2020,
JM,0,49,2,1,0,-77.2975,18.1096,03-25-2020,
JM,0,39,2,1,0,-77.2975,18.1096,03-24-2020,
JM,0,35,2,1,0,-77.2975,18.1096,03-23-2020,
JM,0,35,2,1,0,-77.2975,18.1096,03-22-2020,
JP,0,5687,514,77,0,138.252924,36.204824,04-04-2020,
JP,0,4657,514,63,0,138.252924,36.204824,04-03-2020,
JP,0,4456,472,62,0,138.252924,36.204824,04-02-2020,
JP,0,3827,472,57,0,138.252924,36.204824,04-01-2020,
JP,0,3426,424,56,0,138.252924,36.204824,03-31-2020,
JP,0,3254,424,54,0,138.252924,36.204824,03-30-2020,
JP,0,3254,424,54,0,138.252924,36.204824,03-29-2020,
JP,0,2930,404,52,0,138.252924,36.204824,03-28-2020,
JP,0,2515,372,49,0,138.252924,36.204824,03-27-2020,
JP,0,2368,359,47,0,138.252924,36.204824,03-26-2020,
JP,0,2259,310,45,0,138.252924,36.204824,03-25-2020,
JP,0,2058,285,43,0,138.252924,36.204824,03-24-2020,
JP,0,1979,235,42,0,138.252924,36.204824,03-23-2020,
JP,0,1901,235,36,0,138.252924,36.204824,03-22-2020,
JO,0,567,74,5,0,36.51,31.24,04-04-2020,
JO,0,557,58,5,0,36.51,31.24,04-03-2020,
JO,0,548,45,5,0,36.51,31.24,04-02-2020,
JO,0,515,36,5,0,36.51,31.24,04-01-2020,
JO,0,513,30,5,0,36.51,31.24,03-31-2020,
JO,0,505,26,5,0,36.51,31.24,03-30-2020,
JO,0,497,18,3,0,36.51,31.24,03-29-2020,
JO,0,473,18,1,0,36.51,31.24,03-28-2020,
JO,0,451,18,1,0,36.51,31.24,03-27-2020,
JO,0,423,1,0,0,36.51,31.24,03-26-2020,
JO,0,343,1,0,0,36.51,31.24,03-25-2020,
JO,0,307,1,0,0,36.51,31.24,03-24-2020,
JO,0,253,1,0,0,36.51,31.24,03-23-2020,
JO,0,223,1,0,0,36.51,31.24,03-22-2020,
KZ,0,1021,36,5,0,66.9237,48.0196,04-04-2020,
KZ,0,893,29,6,0,66.9237,48.0196,04-03-2020,
KZ,0,840,27,3,0,66.9237,48.0196,04-02-2020,
KZ,0,731,26,3,0,66.9237,48.0196,04-01-2020,
KZ,0,660,24,2,0,66.9237,48.0196,03-31-2020,
KZ,0,582,21,1,0,66.9237,48.0196,03-30-2020,
KZ,0,547,20,1,0,66.9237,48.0196,03-29-2020,
KZ,0,439,16,1,0,66.9237,48.0196,03-28-2020,
KZ,0,296,3,1,0,66.9237,48.0196,03-27-2020,
KZ,0,219,2,1,0,66.9237,48.0196,03-26-2020,
KZ,0,162,0,0,0,66.9237,48.0196,03-25-2020,
KZ,0,144,0,0,0,66.9237,48.0196,03-24-2020,
KZ,0,124,0,0,0,66.9237,48.0196,03-23-2020,
KZ,0,118,0,0,0,66.9237,48.0196,03-22-2020,
KE,0,244,4,4,0,37.9062,-0.0236,04-04-2020,
KE,0,236,4,4,0,37.9062,-0.0236,04-03-2020,
KE,0,213,4,3,0,37.9062,-0.0236,04-02-2020,
KE,0,158,3,1,0,37.9062,-0.0236,04-01-2020,
KE,0,116,1,1,0,37.9062,-0.0236,03-31-2020,
KE,0,98,1,1,0,37.9062,-0.0236,03-30-2020,
KE,0,82,1,1,0,37.9062,-0.0236,03-29-2020,
KE,0,74,1,1,0,37.9062,-0.0236,03-28-2020,
KE,0,60,1,1,0,37.9062,-0.0236,03-27-2020,
